<before>	287 223 349 317 178 170 401 185 283 255 323 242 381 302 354 94 204 397 93 413 3 281 37 95 58 395 47 361 103 393 42 358 342 327 237 415 216 31 427 319 1 365 152 200 89 45 188 68 142 312 143 225 44 62 367 338 201 261 260 414 266 438 114 340 84 228 134 171 215 41 391 325 210 396 169 245 18 10 273 87 4 50 398 339 337 440 428 241 236 57 406 309 72 8 144 64 353 138 181 46 195 336 126 290 67 356 146 157 135 231 362 407 403 70 264 366 98 19 123 270 121 374 297 233 392 219 196 435 69 385 90 5 268 179 372 111 163 421 137 295 150 132 15 211 154 43 49 249 217 20 310 116 56 140 422 232 59 269 109 285 375 364 16 148 298 74 274 296 26 187 333 318 250 102 158 81 227 262 112 286 85 105 115 6 256 38 164 78 436 190 437 341 35 314 76 313 328 177 373 25 191 400 359 382 331 213 351 33 234 88 202 77 13 322 244 128 292 40 36 147 136 120 412 106 370 63 51 402 117 303 11 214 418 24 243 159 124 21 277 79 330 332 66 410 97 263 176 307 226 149 352 350 254 86 441 28 386 304 377 300 209 432 334 30 378 80 279 139 420 326 246 308 92 424 434 145 113 60 384 39 104 276 238 218 320 311 417 207 162 430 284 160 289 9 183 360 275 52 383 99 442 167 55 129 443 278 425 14 203 394 357 371 73 379 130 229 222 32 423 306 141 343 235 257 61 23 252 409 247 127 248 315 388 180 419 110 416 34 186 387 100 346 251 82 205 12 155 75 165 54 221 316 369 305 7 125 220 189 408 347 194 53 27 212 122 291 184 293 344 329 405 288 101 173 411 83 431 280 166 368 380 399 17 253 390 91 175 258 108 96 389 259 208 156 199 404 282 197 151 131 376 426 161 182 439 22 206 118 294 29 172 119 198 48 239 224 230 433 299 240 265 71 321 301 174 348 193 133 271 65 324 2 192 363 272 335 267 345 168 153 107 355 429 
debug:Remaining 2opt times:	6526
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6525
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6524
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6523
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6522
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6521
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6520
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6519
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6518
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6517
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6516
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6515
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6514
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6513
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6512
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6511
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6510
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6509
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6508
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6507
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6506
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6505
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6504
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6503
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6502
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6501
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6500
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6499
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6498
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6497
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6496
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6495
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6494
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6493
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6492
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6491
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6490
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6489
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6488
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6487
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6486
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6485
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6484
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6483
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6482
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6481
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6480
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6479
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6478
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6477
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6476
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6475
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6474
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6473
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6472
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6471
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6470
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6469
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6468
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6467
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6466
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6465
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6464
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6463
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6462
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6461
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6460
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6459
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6458
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6457
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6456
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6455
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6454
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6453
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6452
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6451
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6450
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6449
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6448
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6447
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6446
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6445
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6444
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6443
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6442
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6441
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6440
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6439
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6438
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6437
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6436
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6435
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6434
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6433
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6432
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6431
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6430
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6429
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6428
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6427
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6426
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6425
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6424
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6423
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6422
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6421
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6420
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6419
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6418
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6417
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6416
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6415
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6414
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6413
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6412
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6411
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6410
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6409
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6408
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6407
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6406
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6405
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6404
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6403
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6402
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6401
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6400
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6399
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6398
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6397
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6396
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6395
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6394
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6393
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6392
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6391
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6390
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6389
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6388
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6387
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6386
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6385
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6384
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6383
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6382
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6381
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6380
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6379
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6378
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6377
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6376
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6375
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6374
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6373
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6372
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6371
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6370
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6369
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6368
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6367
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6366
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6365
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6364
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6363
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6362
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6361
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6360
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6359
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6358
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6357
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6356
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6355
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6354
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6353
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6352
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6351
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6350
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6349
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6348
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6347
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6346
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6345
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6344
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6343
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6342
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6341
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6340
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6339
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6338
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6337
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6336
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6335
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6334
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6333
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6332
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6331
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6330
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6329
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6328
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6327
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6326
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6325
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6324
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6323
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6322
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6321
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6320
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6319
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6318
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6317
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6316
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6315
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6314
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6313
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6312
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6311
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6310
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6309
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6308
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6307
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6306
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6305
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6304
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6303
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6302
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6301
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6300
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6299
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6298
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6297
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6296
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6295
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6294
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6293
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6292
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6291
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6290
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6289
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6288
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6287
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6286
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6285
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6284
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6283
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6282
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6281
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6280
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6279
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6278
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6277
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6276
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6275
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6274
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6273
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6272
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6271
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6270
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6269
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6268
debug:After 2opt Total Distance:	5687
debug:Remaining 2opt times:	6267
